rank,player,team,games,games_started,mpg,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,reb,ast,stl,blk,tov,pf,pts,game_score,pr,pa,pra
96,Khris Middleton,WAS,3.0,3.0,29.5,5.0,9.3,0.536,1.0,1.7,0.6,1.3,2.0,0.667,1.3,4.3,5.7,7.3,0.7,0.7,2.7,3.3,12.3,12.0,18.0,19.6,25.3
97,Andrew Nembhard,IND,4.0,4.0,31.9,4.8,10.5,0.452,1.8,4.3,0.412,3.8,5.3,0.714,0.5,2.5,3.0,5.8,0.5,0.3,2.0,2.0,15.0,12.0,18.0,20.8,23.8
98,Dillon Brooks,PHO,4.0,4.0,33.3,8.8,18.5,0.473,1.8,6.5,0.269,3.8,4.5,0.833,0.8,2.0,2.8,1.5,1.0,0.0,3.0,3.8,23.0,11.9,25.8,24.5,27.3
99,Cameron Johnson,DEN,4.0,4.0,35.7,5.3,10.5,0.5,3.0,6.0,0.5,2.0,2.5,0.8,0.8,3.0,3.8,2.8,1.3,0.5,2.0,2.8,15.5,11.9,19.3,18.3,22.1
100,Jeremiah Fears,NOP,4.0,4.0,30.8,5.8,13.8,0.418,1.5,4.3,0.353,4.0,5.0,0.8,0.5,2.8,3.3,3.3,1.0,0.3,1.5,1.5,17.0,11.8,20.3,20.3,23.6
101,Joel Embiid,PHI,1.0,1.0,30.0,6.0,14.0,0.429,0.0,3.0,0.0,6.0,8.0,0.75,1.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,18.0,11.7,22.0,20.0,24.0
102,Tobias Harris,DET,5.0,5.0,28.5,6.2,12.6,0.492,2.4,5.6,0.429,2.2,2.8,0.786,1.2,3.8,5.0,1.4,0.0,0.4,1.2,2.0,17.0,11.7,22.0,18.4,23.4
103,Jaren Jackson Jr.,MEM,4.0,4.0,31.9,6.8,14.5,0.466,2.0,5.5,0.364,2.3,3.0,0.75,0.5,4.3,4.8,2.8,1.5,0.3,2.0,4.3,17.8,11.5,22.6,20.6,25.4
104,Kevin Love,UTA,2.0,0.0,16.4,3.5,6.0,0.583,1.5,3.5,0.429,1.5,2.0,0.75,3.0,3.0,6.0,1.0,1.0,0.5,0.0,1.5,10.0,11.5,16.0,11.0,17.0
105,Tim Hardaway Jr.,DEN,4.0,0.0,28.4,5.5,11.0,0.5,3.0,7.0,0.429,1.5,1.5,1.0,0.0,1.5,1.5,2.0,0.5,0.0,0.5,1.3,15.5,11.4,17.0,17.5,19.0
106,Brandon Miller,CHO,3.0,3.0,28.2,5.3,14.7,0.364,3.0,8.7,0.346,3.7,4.0,0.917,0.7,3.0,3.7,2.3,0.7,1.7,2.0,1.3,17.3,11.4,21.0,19.6,23.3
107,Noah Clowney,BRK,4.0,4.0,30.2,4.5,9.8,0.462,3.0,6.8,0.444,3.0,3.3,0.923,1.3,3.0,4.3,2.5,0.5,0.5,1.5,3.8,15.0,11.3,19.3,17.5,21.8
108,LeBron James,LAL,3.0,3.0,32.5,5.7,12.7,0.447,1.7,5.0,0.333,3.0,4.7,0.643,0.7,3.0,3.7,5.3,0.7,0.3,2.7,2.0,16.0,11.3,19.7,21.3,25.0
109,Davion Mitchell,MIA,4.0,4.0,30.6,2.8,5.8,0.478,1.0,2.3,0.444,0.8,1.0,0.75,0.5,1.8,2.3,10.0,1.5,0.0,1.3,2.8,7.3,11.3,9.6,17.3,19.6
110,Jakob Poeltl,TOR,3.0,3.0,30.2,4.3,6.3,0.684,0.0,0.0,,0.3,0.3,1.0,3.0,6.0,9.0,5.3,1.0,0.7,2.3,4.3,9.0,11.3,18.0,14.3,23.3
111,Kel'el Ware,MIA,4.0,0.0,22.3,4.5,7.3,0.621,1.3,2.0,0.625,1.0,1.0,1.0,2.5,6.3,8.8,0.5,1.0,1.0,1.5,2.3,11.3,11.3,20.1,11.8,20.6
112,Brandin Podziemski,GSW,3.0,2.0,29.6,5.7,11.7,0.486,2.7,5.7,0.471,1.3,2.3,0.571,0.7,3.7,4.3,4.0,1.0,0.0,2.0,3.0,15.3,11.2,19.6,19.3,23.6
113,Dylan Harper,SAS,5.0,0.0,18.8,4.8,9.8,0.49,0.6,2.0,0.3,3.0,4.0,0.75,1.2,0.6,1.8,3.2,1.6,0.0,1.0,1.6,13.2,11.1,15.0,16.4,18.2
114,Maxime Raynaud,SAC,4.0,0.0,21.4,5.0,8.8,0.571,0.8,1.3,0.6,2.5,3.0,0.833,1.5,3.0,4.5,1.5,0.5,0.8,0.8,2.8,13.3,11.1,17.8,14.8,19.3
115,Naz Reid,MIN,4.0,0.0,28.5,5.0,10.8,0.465,2.8,6.5,0.423,1.0,1.0,1.0,0.5,4.5,5.0,3.5,1.3,0.8,2.0,2.8,13.8,11.1,18.8,17.3,22.3
116,Paul George,PHI,3.0,3.0,22.4,5.3,12.3,0.432,2.3,6.0,0.389,0.7,0.7,1.0,0.7,4.3,5.0,2.0,2.7,0.0,1.3,1.7,13.7,11.0,18.7,15.7,20.7
117,Jalen Suggs,ORL,4.0,4.0,26.8,4.8,14.3,0.333,1.8,8.0,0.219,1.8,2.0,0.875,1.0,3.3,4.3,5.0,3.5,1.0,2.0,3.0,13.0,11.0,17.3,18.0,22.3
118,Santi Aldama,MEM,4.0,0.0,23.3,3.0,6.5,0.462,1.0,1.8,0.571,2.5,2.8,0.909,0.8,4.5,5.3,4.5,0.3,0.8,0.5,1.3,9.5,10.9,14.8,14.0,19.3
119,Jay Huff,IND,5.0,4.0,23.8,4.0,7.4,0.541,2.0,5.2,0.385,0.8,1.0,0.8,1.6,3.2,4.8,1.4,0.0,3.2,0.6,2.4,10.8,10.9,15.6,12.2,17.0
120,Russell Westbrook,SAC,4.0,4.0,28.0,5.0,13.0,0.385,1.8,5.3,0.333,0.8,1.5,0.5,1.8,5.8,7.5,8.3,1.8,0.0,3.8,2.3,12.5,10.9,20.0,20.8,28.3
121,Keyonte George,UTA,3.0,3.0,30.6,6.0,13.0,0.462,2.0,5.3,0.375,5.7,7.0,0.81,0.0,3.3,3.3,5.3,0.3,0.7,5.7,3.7,19.7,10.8,23.0,25.0,28.3
122,Spencer Jones,DEN,4.0,4.0,26.6,5.3,8.8,0.6,2.3,4.5,0.5,0.8,1.5,0.5,2.0,2.5,4.5,1.0,0.3,0.5,0.8,2.8,13.5,10.8,18.0,14.5,19.0
123,Onyeka Okongwu,ATL,5.0,4.0,34.1,6.6,14.4,0.458,1.6,6.6,0.242,0.2,0.8,0.25,1.8,5.8,7.6,3.8,0.8,1.2,2.4,3.6,15.0,10.8,22.6,18.8,26.4
124,Dominick Barlow,PHI,4.0,4.0,30.3,4.3,7.5,0.567,0.3,1.5,0.167,2.0,2.5,0.8,1.0,4.8,5.8,2.3,1.3,1.0,1.0,2.8,10.8,10.6,16.6,13.1,18.9
125,DeMar DeRozan,SAC,4.0,4.0,32.5,6.0,12.5,0.48,1.0,2.3,0.444,2.3,2.3,1.0,0.0,2.0,2.0,2.5,1.3,0.3,1.3,2.0,15.3,10.6,17.3,17.8,19.8
126,Jabari Smith Jr.,HOU,4.0,4.0,34.0,4.3,10.0,0.425,1.3,4.8,0.263,4.3,6.0,0.708,1.5,3.8,5.3,1.8,0.8,0.8,1.3,2.0,14.0,10.6,19.3,15.8,21.1
127,Klay Thompson,DAL,4.0,0.0,23.9,5.5,12.0,0.458,4.3,8.3,0.515,1.0,1.8,0.571,0.3,2.8,3.0,1.0,0.0,0.3,0.5,1.3,16.3,10.6,19.3,17.3,20.3
128,Kris Dunn,LAC,5.0,5.0,27.9,4.6,8.4,0.548,1.2,3.6,0.333,0.8,1.0,0.8,0.8,2.0,2.8,2.6,2.2,0.0,1.0,1.8,11.2,10.5,14.0,13.8,16.6
129,Egor Dёmin,BRK,3.0,3.0,27.4,5.0,12.7,0.395,2.7,7.3,0.364,1.3,1.3,1.0,0.7,2.7,3.3,4.3,1.3,1.3,2.3,2.3,14.0,10.4,17.3,18.3,21.6
130,Luke Kornet,SAS,5.0,5.0,27.2,2.2,4.6,0.478,0.0,0.0,,2.2,2.4,0.917,3.0,3.4,6.4,3.0,0.6,2.8,0.6,2.4,6.6,10.4,13.0,9.6,16.0
131,Harrison Barnes,SAS,5.0,5.0,32.8,5.0,12.6,0.397,2.4,6.6,0.364,1.6,2.0,0.8,1.8,2.8,4.6,2.4,1.4,0.0,1.2,1.8,14.0,10.3,18.6,16.4,21.0
132,Royce O'Neale,PHO,4.0,4.0,30.8,3.8,9.8,0.385,2.8,8.3,0.333,0.0,0.0,,0.8,5.3,6.0,4.3,1.8,0.5,1.0,2.0,10.3,10.3,16.3,14.6,20.6
133,Wendell Carter Jr.,ORL,4.0,4.0,28.2,3.5,7.3,0.483,0.8,2.8,0.273,2.8,3.5,0.786,2.5,6.0,8.5,1.8,0.8,0.8,1.3,2.8,10.5,10.2,19.0,12.3,20.8
134,Julian Champagnie,SAS,5.0,5.0,31.4,4.0,9.8,0.408,2.2,6.6,0.333,2.4,2.4,1.0,1.0,6.2,7.2,1.4,0.4,1.0,0.8,2.4,12.6,10.2,19.8,14.0,21.2
135,Robert Williams,POR,3.0,0.0,18.5,3.7,4.3,0.846,0.0,0.3,0.0,0.3,1.3,0.25,1.0,5.3,6.3,0.7,0.7,2.7,0.0,2.0,7.7,10.2,14.0,8.4,14.7
136,Miles Bridges,CHO,5.0,5.0,33.9,6.8,16.2,0.42,1.2,5.4,0.222,3.2,4.4,0.727,0.8,3.8,4.6,1.8,0.2,0.6,1.6,2.0,18.0,10.1,22.6,19.8,24.4
137,Ryan Kalkbrenner,CHO,5.0,4.0,26.0,2.8,3.6,0.778,0.0,0.0,,2.0,2.4,0.833,2.2,4.2,6.4,0.6,0.6,1.8,0.6,1.0,7.6,10.1,14.0,8.2,14.6
138,Zach LaVine,SAC,4.0,4.0,31.1,6.5,14.8,0.441,1.8,6.0,0.292,2.3,3.3,0.692,0.8,1.3,2.0,3.0,1.0,0.5,2.3,2.3,17.0,10.1,19.0,20.0,22.0
139,Jared McCain,PHI,4.0,0.0,26.9,5.3,11.8,0.447,2.3,5.8,0.391,0.8,1.0,0.75,0.5,2.5,3.0,2.5,1.8,0.0,1.3,1.3,13.5,10.1,16.5,16.0,19.0
140,Brandon Ingram,TOR,4.0,4.0,36.2,8.0,19.3,0.416,1.3,4.3,0.294,3.5,5.5,0.636,1.0,4.3,5.3,2.8,0.5,0.3,3.8,1.3,20.8,10.0,26.1,23.6,28.9
141,Matas Buzelis,CHI,4.0,4.0,33.0,4.8,11.8,0.404,1.3,5.5,0.227,2.0,3.5,0.571,1.8,4.3,6.0,3.0,1.3,1.5,2.0,2.0,12.8,9.9,18.8,15.8,21.8
142,Derik Queen,NOP,4.0,4.0,26.4,4.5,9.5,0.474,0.0,0.3,0.0,3.0,4.0,0.75,1.0,4.0,5.0,4.5,0.8,0.3,1.5,3.3,12.0,9.9,17.0,16.5,21.5
143,Duncan Robinson,DET,3.0,3.0,32.2,4.7,11.7,0.4,3.0,9.3,0.321,0.3,0.7,0.5,0.0,2.7,2.7,3.7,1.3,0.7,0.7,2.0,12.7,9.9,15.4,16.4,19.1
144,Myles Turner,MIL,5.0,5.0,25.9,4.2,9.4,0.447,1.6,5.6,0.286,2.4,3.0,0.8,0.8,3.2,4.0,1.8,0.4,1.4,0.6,2.6,12.4,9.8,16.4,14.2,18.2
145,Ace Bailey,UTA,3.0,3.0,25.5,5.0,9.3,0.536,2.3,5.0,0.467,0.0,0.0,,0.3,2.7,3.0,2.0,1.0,1.0,1.0,3.0,12.3,9.7,15.3,14.3,17.3
146,Jordan Goodwin,PHO,4.0,0.0,22.4,4.0,9.5,0.421,1.8,5.0,0.35,0.8,1.0,0.75,1.3,2.8,4.0,2.5,1.8,0.3,0.5,1.3,10.5,9.7,14.5,13.0,17.0
147,Jerami Grant,POR,4.0,4.0,33.2,6.0,15.3,0.393,2.5,7.3,0.345,2.0,2.5,0.8,1.0,3.0,4.0,3.0,1.0,1.3,2.5,3.8,16.5,9.6,20.5,19.5,23.5
148,Jaden McDaniels,MIN,4.0,4.0,30.5,4.8,9.3,0.514,2.0,3.3,0.615,0.5,0.5,1.0,1.5,3.0,4.5,2.8,0.8,0.5,1.3,4.0,12.0,9.6,16.5,14.8,19.3
149,Goga Bitadze,ORL,4.0,0.0,17.7,3.5,5.0,0.7,0.0,0.3,0.0,0.5,0.5,1.0,2.3,3.3,5.5,1.8,1.0,1.8,1.0,2.3,7.5,9.5,13.0,9.3,14.8
150,VJ Edgecombe,PHI,2.0,2.0,22.6,3.5,8.0,0.438,1.0,3.5,0.286,0.0,0.0,,1.0,3.0,4.0,4.0,2.0,1.0,0.5,2.5,8.0,9.4,12.0,12.0,16.0
151,Jose Alvarado,NOP,4.0,0.0,27.7,5.0,11.3,0.444,3.3,7.5,0.433,1.0,1.0,1.0,0.5,2.3,2.8,2.8,0.8,0.3,1.3,4.3,14.3,9.3,17.1,17.1,19.9
152,Kyle Filipowski,UTA,3.0,0.0,26.8,3.7,8.3,0.44,1.0,3.7,0.273,2.3,2.7,0.875,3.0,4.3,7.3,3.0,0.0,0.3,1.0,4.0,10.7,9.3,18.0,13.7,21.0
153,Shaedon Sharpe,POR,4.0,0.0,26.5,5.8,12.8,0.451,0.8,3.5,0.214,3.0,4.5,0.667,0.5,4.0,4.5,2.8,1.3,0.3,2.5,2.8,15.3,9.3,19.8,18.1,22.6
154,Isaiah Jackson,IND,5.0,1.0,18.6,3.6,4.4,0.818,0.0,0.0,,1.6,2.0,0.8,1.8,3.0,4.8,0.8,1.0,1.4,1.2,3.2,8.8,9.2,13.6,9.6,14.4
155,Kyle Kuzma,MIL,5.0,1.0,24.2,3.6,7.2,0.5,1.2,2.0,0.6,0.8,1.2,0.667,1.0,3.6,4.6,4.2,1.2,0.4,2.0,1.4,9.2,9.1,13.8,13.4,18.0
156,Svi Mykhailiuk,UTA,3.0,3.0,24.7,4.0,7.3,0.545,1.3,4.0,0.333,0.7,0.7,1.0,1.3,2.0,3.3,2.7,0.3,0.0,0.3,2.0,10.0,9.1,13.3,12.7,16.0
157,Xavier Tillman Sr.,BOS,1.0,1.0,29.8,4.0,9.0,0.444,1.0,5.0,0.2,0.0,0.0,,3.0,3.0,6.0,0.0,3.0,1.0,2.0,0.0,9.0,9.0,15.0,9.0,15.0
158,Donovan Clingan,POR,3.0,3.0,24.2,3.0,8.0,0.375,0.0,1.0,0.0,2.3,3.0,0.778,4.3,7.3,11.7,1.3,0.0,0.7,1.0,1.0,8.3,8.9,20.0,9.6,21.3
159,Ajay Mitchell,OKC,4.0,1.0,22.3,3.5,6.8,0.519,0.8,2.0,0.375,2.3,3.0,0.75,0.3,2.5,2.8,3.0,0.5,0.0,0.5,1.3,10.0,8.9,12.8,13.0,15.8
160,Ryan Dunn,PHO,1.0,0.0,20.6,3.0,5.0,0.6,0.0,2.0,0.0,0.0,0.0,,2.0,6.0,8.0,1.0,2.0,0.0,0.0,2.0,6.0,8.8,14.0,7.0,15.0
161,Gary Payton II,GSW,3.0,0.0,18.8,4.7,8.0,0.583,1.0,1.3,0.75,0.3,0.3,1.0,1.7,4.0,5.7,3.0,0.0,0.0,1.7,2.3,10.7,8.8,16.4,13.7,19.4
162,Ayo Dosunmu,CHI,4.0,3.0,32.9,4.8,11.5,0.413,2.5,4.5,0.556,1.5,1.8,0.857,0.3,2.5,2.8,3.5,1.0,0.3,2.0,2.8,13.5,8.7,16.3,17.0,19.8
163,Darius Garland,CLE,3.0,3.0,31.2,5.0,14.3,0.349,2.0,6.7,0.3,2.0,3.0,0.667,0.7,2.7,3.3,7.3,0.3,0.3,3.0,2.3,14.0,8.6,17.3,21.3,24.6
164,Tyrese Proctor,CLE,2.0,0.0,16.3,3.0,6.5,0.462,2.5,5.0,0.5,1.5,2.0,0.75,0.5,1.0,1.5,2.0,0.5,0.0,0.0,1.5,10.0,8.4,11.5,12.0,13.5
165,Tristan Vukcevic,WAS,4.0,0.0,16.8,3.5,6.0,0.583,0.5,1.8,0.286,3.5,4.8,0.737,0.5,1.8,2.3,2.0,0.8,0.5,1.8,2.3,11.0,8.4,13.3,13.0,15.3
166,Justin Champagnie,WAS,4.0,1.0,18.0,2.5,5.3,0.476,0.5,2.0,0.25,1.3,1.3,1.0,2.5,3.0,5.5,1.0,1.0,1.0,0.8,0.3,6.8,8.3,12.3,7.8,13.3
167,Vince Williams Jr.,MEM,4.0,4.0,27.9,3.5,10.8,0.326,1.0,4.8,0.211,0.8,1.5,0.5,0.5,3.0,3.5,9.0,1.3,1.3,3.0,1.8,8.8,8.3,12.3,17.8,21.3
168,Jordan Walsh,BOS,4.0,4.0,26.3,2.8,4.8,0.579,0.5,1.8,0.286,1.3,1.5,0.833,3.0,3.3,6.3,1.5,1.5,0.5,1.3,3.8,7.3,8.2,13.6,8.8,15.1
169,Kon Knueppel,CHO,5.0,5.0,33.4,4.8,14.0,0.343,2.2,7.6,0.289,2.0,2.2,0.909,0.6,4.4,5.0,3.6,0.6,0.0,2.0,1.6,13.8,8.1,18.8,17.4,22.4
170,Zaccharie Risacher,ATL,5.0,5.0,28.3,4.4,9.4,0.468,1.6,4.6,0.348,1.2,1.6,0.75,0.4,2.4,2.8,1.0,1.4,0.8,1.2,2.4,11.6,8.1,14.4,12.6,15.4
171,Jordan Hawkins,NOP,2.0,0.0,18.7,4.0,8.0,0.5,3.0,5.5,0.545,1.0,1.5,0.667,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,12.0,8.0,12.5,12.5,13.0
172,Kris Murray,POR,3.0,1.0,30.1,3.3,6.0,0.556,1.7,3.3,0.5,0.3,0.7,0.5,2.0,2.0,4.0,1.7,1.0,0.3,1.7,1.0,8.7,8.0,12.7,10.4,14.4
173,Marcus Smart,LAL,1.0,0.0,20.1,3.0,5.0,0.6,1.0,1.0,1.0,0.0,0.0,,2.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,7.0,8.0,10.0,10.0,13.0
174,Dru Smith,MIA,4.0,0.0,17.2,2.5,5.3,0.476,1.0,2.8,0.364,1.3,1.5,0.833,1.0,2.0,3.0,2.8,1.5,0.8,0.8,2.5,7.3,8.0,10.3,10.1,13.1
175,Precious Achiuwa,SAC,4.0,0.0,21.6,4.0,7.8,0.516,0.5,0.8,0.667,0.8,2.5,0.3,2.3,3.3,5.5,1.0,0.8,0.5,0.3,2.3,9.3,7.9,14.8,10.3,15.8
176,Brice Sensabaugh,UTA,3.0,0.0,20.7,3.0,8.3,0.36,1.0,3.7,0.273,3.3,4.3,0.769,1.3,1.7,3.0,1.0,1.3,0.7,0.7,1.7,10.3,7.9,13.3,11.3,14.3
177,Danny Wolf,BRK,4.0,0.0,21.7,3.8,8.0,0.469,2.0,4.3,0.471,1.8,2.0,0.875,1.3,3.8,5.0,2.3,0.0,0.3,2.0,2.3,11.3,7.9,16.3,13.6,18.6
178,Jamaree Bouyea,PHO,4.0,0.0,17.5,3.0,4.8,0.632,1.3,2.5,0.5,0.3,0.5,0.5,0.3,1.3,1.5,2.0,1.0,0.3,0.3,1.0,7.5,7.8,9.0,9.5,11.0
179,Bennedict Mathurin,IND,5.0,5.0,31.2,5.8,13.8,0.42,2.8,6.2,0.452,1.6,2.2,0.727,0.4,4.0,4.4,2.6,0.8,0.0,3.8,2.2,16.0,7.8,20.4,18.6,23.0
180,Sam Hauser,BOS,4.0,1.0,25.2,3.0,6.5,0.462,2.0,5.0,0.4,0.0,0.0,,0.8,3.3,4.0,2.0,0.8,0.3,0.0,2.0,8.0,7.7,12.0,10.0,14.0
181,Jaxson Hayes,LAL,4.0,1.0,19.2,2.8,3.3,0.846,0.0,0.0,,1.5,2.0,0.75,1.0,2.5,3.5,1.5,0.3,1.0,0.5,2.3,7.0,7.7,10.5,8.5,12.0
182,Micah Peavy,NOP,4.0,0.0,25.7,3.8,8.3,0.455,0.8,2.5,0.3,1.5,1.8,0.857,1.5,1.5,3.0,1.5,1.3,0.0,0.8,1.8,9.8,7.7,12.8,11.3,14.3
183,Ausar Thompson,DET,5.0,5.0,26.9,3.2,7.0,0.457,0.2,0.4,0.5,2.2,3.2,0.688,2.6,4.6,7.2,2.6,1.2,0.4,2.2,3.4,8.8,7.7,16.0,11.4,18.6
184,Jarrett Allen,CLE,1.0,1.0,28.0,3.0,6.0,0.5,0.0,0.0,,2.0,2.0,1.0,3.0,5.0,8.0,1.0,0.0,1.0,2.0,1.0,8.0,7.6,16.0,9.0,17.0
185,Oso Ighodaro,PHO,4.0,1.0,22.4,3.3,4.0,0.813,0.0,0.0,,0.0,1.8,0.0,1.0,3.5,4.5,2.0,1.5,0.3,0.5,2.5,6.5,7.6,11.0,8.5,13.0
186,Trey Alexander,NOP,2.0,0.0,16.4,3.0,3.5,0.857,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,2.0,2.0,0.5,0.5,0.5,1.5,7.0,7.5,9.0,9.0,11.0
187,Grayson Allen,PHO,1.0,1.0,25.8,4.0,11.0,0.364,2.0,7.0,0.286,0.0,0.0,,1.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,10.0,7.5,11.0,13.0,14.0
188,Paul Reed,DET,3.0,0.0,10.7,3.0,4.7,0.643,0.7,1.3,0.5,1.0,1.3,0.75,1.7,3.3,5.0,1.0,0.3,0.7,1.3,0.7,7.7,7.5,12.7,8.7,13.7
189,Jericho Sims,MIL,4.0,0.0,22.1,3.0,3.3,0.923,0.0,0.0,,0.5,0.8,0.667,3.0,4.8,7.8,1.3,0.3,0.0,1.3,3.0,6.5,7.5,14.3,7.8,15.6
190,Bryce McGowens,NOP,4.0,3.0,24.8,3.8,8.0,0.469,1.5,2.8,0.545,1.0,1.8,0.571,0.3,3.0,3.3,2.3,0.5,0.3,0.5,2.5,10.0,7.4,13.3,12.3,15.6
191,Tidjane Salaün,CHO,2.0,0.0,20.3,4.0,7.0,0.571,2.0,4.0,0.5,1.5,2.5,0.6,0.0,4.0,4.0,0.0,1.0,0.0,2.0,1.5,11.5,7.4,15.5,11.5,15.5
192,Draymond Green,GSW,3.0,3.0,31.5,3.3,9.3,0.357,1.7,6.7,0.25,0.7,0.7,1.0,0.7,8.3,9.0,5.3,0.3,1.0,2.7,4.0,9.0,7.3,18.0,14.3,23.3
